,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
7736,501506,Golden Wonder ,M,Underground,Active,10/03/2011,0093753,Michael Ray  Schell,0110865,Coal Creek Construction,CO,5,53,Hinsdale,3.0,Corporation,06/01/2010,M6,M6642,Denver CO Field Office,000328387,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,1.0,0.0,5.0,N,107.28277800000001,38.003333000000005,,VI,,,,0.0,N,N,N,N,N,200,"2.5 miles SE of Lake City.  Following CO Hwy 149, South of Lake City to Vickers Dude Rach, follow an unimproved road through the ranch to the mine.",LAKE CITY
7737,501527,Silver Tip,M,Underground,Abandoned,04/23/1985,M33418,Goodwine Fremont H,L33418,Fremont H Goodwine,CO,5,49,Grand,3.0,Other,08/01/1980,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7738,501539,John Paul Jones Mine,M,Underground,Abandoned,07/03/1985,M33739,Goodwin Walter,L33739,Goodrocks Mining Corp,CO,5,19,Clear Creek,2.0,Corporation,07/01/1983,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7739,501544,Golden Gilpin Mill,M,Facility,Abandoned,01/19/1979,M38478,Silver Wreath Consolidated Mines,L38478,Silver Wreath Consolidated Mines,CO,5,47,Gilpin,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7770,501831,Marion Mill,M,Facility,Abandoned,07/09/1992,M38924,Sweeney Gordon E,L38924,Sweeney Mining & Milling Corp,CO,5,13,Boulder,2.0,Corporation,01/01/1950,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7778,501865,Boulder Milling Incorporated,M,Facility,Abandoned,01/10/1986,M06445,Hendricks Thomas & Jennifer Nowak,L08108,Boulder Milling Inc,CO,5,13,Boulder,2.0,Other,08/01/1985,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7816,502142,Yukon Mill,M,Facility,Abandoned,02/07/1983,M05455,Arrigo Milling & Mining,L06841,Arrigo Milling & Mining,CO,5,111,San Juan,3.0,Other,12/21/1982,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7818,502157,Globe Hill Mine,M,Surface,Abandoned,07/27/1988,M07450,Temple Paul N,L09494,Dayspring Mining Corp,CO,5,119,Teller,5.0,Corporation,04/15/1987,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7825,502218,Shamrock No 1 2 3,M,Underground,Abandoned,01/22/1974,M30174,Agatha Patricia Dalpez,L30174,Agatha Patricia Dalpez,CO,5,113,San Miguel,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7829,502254,American Mill,M,Facility,Abandoned,07/03/1984,M04707,Coors William K,L05850,Alma American Milling Corp,CO,5,93,Park,3.0,Corporation,02/17/1982,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7832,502266,Ajax Mine,M,Underground,Abandoned,12/02/1985,M03925,Pike'S Peak Mining Company & Golden Cycle Gold Cor,L07743,Cripple Creek & Victor Gold Mining Company,CO,5,119,Teller,5.0,Other,11/01/1984,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7833,502267,Stringtown Mill,M,Facility,Abandoned,06/24/1990,M05618,Risk Robert,L07054,Leadville Corp,CO,5,65,Lake,3.0,Corporation,05/01/1987,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7836,502307,Santa Fe Mine,M,Underground,Abandoned,01/28/1977,M38463,Silver King Mining Company,L38463,Silver King Mining Company,CO,5,19,Clear Creek,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7837,502309,Big Four Mine,M,Underground,Abandoned,08/21/1981,M35137,Kellogg Development Corp,L35137,Kellogg Development Corp,CO,5,117,Summit,3.0,Corporation,07/01/1980,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7847,502354,Bald Eagle Mine,M,Facility,Abandoned,01/04/1993,M08623,Citiresources Inc & Virginia Canyon Mining Co Inc,L11139,Cr-Vcm Joint Venture,CO,5,19,Clear Creek,2.0,Other,05/01/1989,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7858,502387,GOLDEN WONDER,M,Underground,Abandoned,10/23/1997,M10455,Lance  Barker; Ken  Orvis,L13711,Orvis-Barker Mining,CO,5,53,Hinsdale,3.0,Other,08/15/1994,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,1.0,,,N,,,,,,,,0.0,N,N,N,N,N,600,,
7859,502389,Woods Placer,M,Surface,Abandoned,09/08/1978,M39904,W A Weaver,L39904,W A Weaver,CO,5,85,Montrose,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7860,502392,Strong Mine,M,Underground,Abandoned,05/05/1986,M36324,Mineral Enterprises,L36324,Mineral Enterprises,CO,5,119,Teller,5.0,Other,01/01/1950,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7865,502402,Bueno Mine,M,Underground,Abandoned,10/01/2007,0105261,George  Christodoulou; David  Badner er al,0124030,Gold Hill Minerals Inc,CO,5,13,Boulder,2.0,Corporation,02/24/2012,M6,M6642,Denver CO Field Office,000159060,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,,,,,,,,1.0,N,N,N,N,N,35,US 36 North of boulder to left hand canyon rd left to Jamestown co 1/2 mile N of Jamestown turn left to 3645 B Overland Rd,Jamestown
7869,502420,Glory Hole Mill,M,Facility,Abandoned,05/11/1983,M03585,Caldwell Harold D,L04445,Chain O'Mines,CO,5,47,Gilpin,2.0,Other,06/30/1982,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7871,502430,Cross Mine,M,Underground,NonProducing,03/06/2014,M12805,Calais Resources Inc,0129696,Calais Resources Colorado Inc,CO,5,13,Boulder,2.0,Corporation,03/21/2013,M6,M6642,Denver CO Field Office,000347632,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,,,0.0,1.0,N,,,,VI,,,,0.0,N,N,N,N,N,41,119 E to Netherland,Netherland
7886,502549,Bakers Park Mill,M,Facility,Abandoned,01/26/1982,M03782,Silver Caswell,L04688,Bakers Park Mining & Milling Company,CO,5,111,San Juan,3.0,Other,08/05/1980,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7891,502557,Creede Mill,M,Facility,Abandoned,08/04/1988,M02217,Foust Tony,L02625,Minerals Engineering Company,CO,5,79,Mineral,3.0,Other,01/01/1950,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7893,502568,Champion Mine,M,Underground,Abandoned,07/26/1978,M01065,L T V Steel Corp; Armco Inc,L01219,Reserve Mining Company,CO,5,53,Hinsdale,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7894,502570,Black Eagle Mill,M,Facility,Abandoned,01/19/1979,M37452,Quimont Venture,L37452,Quimont Venture,CO,5,19,Clear Creek,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7895,502577,Alma Placer,M,Surface,Abandoned,09/23/1982,M01796,Reid Gordon P-Arnold W Spielman,L01996,Timberline Enterprises,CO,5,93,Park,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7902,502609,Iron Crown,M,Surface,Abandoned,05/04/1978,M38657,Spencer & Schooley,L38657,Spencer & Schooley,CO,5,113,San Miguel,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7904,502611,Little Giant,M,Underground,Abandoned,07/01/1976,M35658,Little Giant Mining Company,L35658,Little Giant Mining Company,CO,5,111,San Juan,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7941,502718,Joker Mine & Pilot Plant,M,Surface,Abandoned,05/08/1987,M35936,Marathon Gold Corp,L35936,Marathon Gold Corp,CO,5,81,Moffat,3.0,Corporation,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7946,502724,Dixie Mine,M,Underground,Abandoned,07/03/1984,M04409,Fillip Nichulas,L05457,Dixie Mining & Milling Corp,CO,5,19,Clear Creek,2.0,Corporation,08/21/1981,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7950,502730,Consolidated Caribou District,M,Underground,Abandoned,08/03/2013,M12805,Calais Resources Inc,L16746,Calais Resources Company,CO,5,13,Boulder,2.0,Other,09/01/1998,M6,M6642,Denver CO Field Office,050273005503,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,105.56638799999999,39.975555,,,,,,0.0,N,N,N,N,N,30,4.4 miles from Nederland Co on Caribou Rd ,Nederland
7951,502731,Gold Bond,M,Underground,Abandoned,01/22/1979,M37703,Reeves Minerals Inc,L37703,Reeves Minerals Inc,CO,5,119,Teller,5.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7953,502734,Pride Of America,M,Underground,Abandoned,05/14/1979,M30157,Ada-Mar Mines Inc,L30157,Ada-Mar Mines Inc,CO,5,53,Hinsdale,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7960,502748,Cunningham Tunnel,M,Underground,Abandoned,05/01/1979,M36578,Myron Cherry,L36578,Myron Cherry,CO,5,67,La Plata,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7965,502760,Linklode,M,Underground,Abandoned,06/27/1977,M35647,Linklode Mining Company,L35647,Linklode Mining Company,CO,5,47,Gilpin,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7968,502768,Hancock,M,Underground,Abandoned,01/08/1979,M34896,Crim John,L34896,John Crim,CO,5,91,Ouray,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7985,502803,Quito Mine,M,Underground,Abandoned,06/23/1982,M03932,Heon Raymond P,L04867,Marquette Minerals Inc,CO,5,19,Clear Creek,2.0,Other,07/01/1980,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7990,502815,Mary Nevin Mine,M,Facility,Abandoned,09/16/1987,M04299,Wallace Joe-Val Ginn,L05327,Gold Ore Ltd Of Cripple Creek,CO,5,119,Teller,5.0,Other,09/15/1982,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
7996,502831,Snow Storm Placer,M,Surface,Abandoned,04/22/1980,M01796,Reid Gordon P-Arnold W Spielman,L01996,Timberline Enterprises,CO,5,93,Park,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8000,502837,Telegraph Mine,M,Underground,Abandoned,08/26/1985,M39026,Telegraph Mining Company Inc,L39026,Telegraph Mining Company Inc,CO,5,47,Gilpin,2.0,Other,04/01/1984,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8006,502872,Hopewell & Rusty Horseshoe Lode,M,Underground,Abandoned,02/08/1980,M34348,Hopewell Mining Company,L34348,Hopewell Mining Company,CO,5,13,Boulder,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8011,502904,Jim Tree Mine,M,Surface,Abandoned,07/26/1979,M34855,Jim Tree Mining Co,L34855,Jim Tree Mining Co,CO,5,79,Mineral,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8021,502918,Paris Mine,M,Underground,Abandoned,07/06/1982,M31788,Buchanan Benny,L31788,Chiwawa Mines Inc,CO,5,93,Park,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8031,502934,Gold Belt Tunnel & Black Eagle Mill,M,Underground,Abandoned,05/06/1982,M38479,Silverglade Mining Co,L38479,Silverglade Mining Co,CO,5,19,Clear Creek,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8036,502943,Nancy Cleo,M,Surface,Abandoned,11/05/1976,M38781,Stewart Mines Inc,L38781,Stewart Mines Inc,CO,5,15,Chaffee,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8037,502944,Brooklyn Mine,M,Underground,Abandoned,08/16/1985,M06251,White Wilbur,L07862,Brooklyn Mining Company,CO,5,91,Ouray,3.0,Other,03/01/1985,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8038,502945,Ute Ule Mine & Mill,M,Facility,Abandoned,02/12/1996,M10864,Mc Donald Kerry,L14211,Golden Wonder Mining Llc,CO,5,53,Hinsdale,3.0,Other,05/01/1994,M6,M6642,Denver CO Field Office,050294505505,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8041,502951,Little Bonanza Mill,M,Facility,Abandoned,02/29/1984,M33868,Griffin Ranch Partnership,L33868,Griffin Ranch Partnership,CO,5,109,Saguache,3.0,Other,01/01/1950,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8058,502982,Mickey Breen,M,Underground,Abandoned,01/04/1980,M01636,Nordlander Donald B,L01817,Don Nordlander Mining Company,CO,5,91,Ouray,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8083,503026,Jones Mining & Pet Mill,M,Facility,Abandoned,01/19/1979,M34996,Jones Mining & Pet Inc,L34996,Jones Mining & Pet Inc,CO,5,111,San Juan,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8096,503054,Stanley Mine,M,Underground,Abandoned,02/09/1979,0085615,Robert D  Fabrizio,0101350,Empress Gold Mining and Milling Inc,CO,5,19,Clear Creek,2.0,Corporation,04/01/2009,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,1 mile South- West of Idaho Springs CO on Stanley,
8113,503076,Stewart Mines,M,Surface,Abandoned,01/17/1979,M30355,American Mill Inc,L30355,American Mill Inc,CO,5,15,Chaffee,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8116,503080,Pioneer Mine,M,Surface,Abandoned,01/11/1979,M37264,Pioneer Mines,L37264,Pioneer Mines,CO,5,15,Chaffee,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8117,503081,Little Maude,M,Underground,Abandoned,08/16/1985,M03926,Smith Loren E,L05852,Little Maude Inc,CO,5,111,San Juan,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8144,503110,Silver Star,M,Surface,Abandoned,02/23/1978,M30535,Arthur L & Harry E Smith,L30535,Arthur L & Harry E Smith,CO,5,19,Clear Creek,2.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8147,503113,Esmeralda,M,Surface,Abandoned,06/17/1981,M00841,Petty John,L00981,San Juan Milling Company,CO,5,111,San Juan,3.0,Other,01/01/1950,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8220,503191,Paymaster Mine,M,Underground,Abandoned,02/16/1979,M31387,C C F Mining,L31387,C C F Mining,CO,5,51,Gunnison,3.0,Other,03/09/1978,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8221,503192,Placer No 1,M,Surface,Abandoned,02/16/1979,M33867,Griffen Sherman,L33867,Griffen Mining,CO,5,51,Gunnison,3.0,Other,03/09/1978,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8236,503208,Ruby Trust Mine,M,Underground,Abandoned,07/25/2011,M05650,David L  Walker,0119488,"Walker Ruby Mining Company, Inc.",CO,5,91,Ouray,3.0,Corporation,01/20/2011,M6,M6642,Denver CO Field Office,000254264,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,,,,,N,107.671388,38.022777000000005,,,,,,0.0,N,N,N,N,N,304,Take 6th Ave to I-70. I-70 to C470 S Go West on US 285 S Go South on US 50 to Montrose Go South on US 550 N to Ouray Co take CR 361 west 4.7 miles to CR 26a go 7.9 miles on 26a to entrance of mine,Ouray
8240,503212,Little Ida Mine,M,Underground,Abandoned,08/27/1979,M33363,Frank Montonati Mining Company,L33363,Frank Montonati Mining Company,CO,5,111,San Juan,3.0,Other,03/09/1978,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8326,503299,MOFFAT TUNNEL,M,Underground,Abandoned,04/28/1992,M04644,Dager Charles A,L05742,Yellow Gold Of Cripple Creek Inc,CO,5,119,Teller,5.0,Other,01/01/1979,M6,M6642,Denver CO Field Office,,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,Never Had 103I Status,,N,,5,8.0,1.0,,,N,,,,,,,,0.0,N,N,N,N,N,200,,
8327,503300,Carter-Raymond,M,Underground,Abandoned,04/12/1979,M39140,Timberline Mining Company,L39140,Timberline Mining Company,CO,5,51,Gunnison,3.0,Other,01/01/1979,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8377,503352,Flourune,M,Surface,Abandoned,02/25/1985,M04299,Wallace Joe-Val Ginn,L05327,Gold Ore Ltd Of Cripple Creek,CO,5,119,Teller,5.0,Other,11/01/1981,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
8480,503460,Black Rose,M,Underground,Abandoned,07/22/2008,0105261,George  Christodoulou; David  Badner er al,0124030,Gold Hill Minerals Inc,CO,5,13,Boulder,2.0,Corporation,02/24/2012,M6,M6642,Denver CO Field Office,000161995,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,,,,,,,,0.0,N,N,N,N,N,35,US 36 North of Boulder to left hand canyon road to Jamestown Co 1/2 mile N of town turn left to 3645 B overland road,Jamestown
8481,503461,Ramey Mine,M,Underground,Abandoned,01/14/1983,M01283,Mehl Robert L,L00650,Resources International Corp,CO,5,13,Boulder,2.0,Corporation,06/01/1979,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
