idz,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN,lon
53262,3503776,NV Grave Creek #1,M,Surface,Temporarily Idled,07/15/2013,107931,Paul  Nordstrom,126798,Nordstrom Vegetation LLC,OR,35,29,Jackson,,Other,01/24/2013,M7,M7651,Albany OR Field Office,340690,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,1,0,0,0,2,N,123.375555,42.638888,,,,,,0,N,N,N,N,N,175,15 miles north of Grants Pass Oregon take the Sunny Valley exit off of I-5 North. Drive east on upper Graves Creek rd. aprox. 20 miles. Mine is on the right hand side of road at Slate Creek.,Grants Pass,-123.375555
12898,1002230,Bravita 2,M,Surface,Intermittent,06/10/2013,105717,Lewis Clifford  Eytchison,124471,Bravita LLC,ID,10,73,Owyhee,,Other,07/31/2012,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,5,8,1,0,1,N,116.73318,43.016826,,,,,,0,N,N,N,N,N,78,"From Murphy ID, Take Silver City Road to Silver City ID. take second right onto Long Gulch Road.  Head SW 1.25 miles.  take right onto Bravita Mine road (Dead end & Federal mining claim signage) 1/4 mile to mine entrance",Silver City,-116.73318
12900,1002233,Sinker Tunnel Mine Site,M,Underground,Abandoned,01/29/2014,91919,Pierre  Quilliam; Christian  Quilliam,123232,Silver Falcon Mining Inc.,ID,10,73,Owyhee,,Corporation,02/08/2013,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,116.615277,43.078888,,,,,,0,N,N,N,N,N,55,"From Hwy 78 South or North, turn onto Silver City Road.   Follow that road for 6.5 miles to the Diamond Creek Mill. Continue to 8.5 miles turn left go 4 miles to Sinker Tunnel.    Continue on Silver City Road for 8.5 miles to Sinker Tunnel Mine Site turnoff (left turn)  Continue another approx. 4 miles to Sinker Tunnel Mine Site.",Silver City,-116.615277
7009,405349,Red Ledge Mining,M,Surface,Abandoned,11/17/2011,M11434,Barry  Yampol; David  Yampol,L15018,Red Ledge Mining Company LLC,CA,4,57,Nevada,,Other,08/01/1998,M7,M7821,Vacaville CA Field Office,201792,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,0,,N,72.001944,43.2325,,,,,,0,N,N,N,N,N,90,I 80E to hwy 49 to hwy 20E to Washington Rd. turn left and go about 1.7 miles to red gate with red railings.  Turn right and go about 1 mi ti pit.,WASHINGTON,-72.001944
12828,1002155,Golden Eagle ,M,Underground,Active,02/02/2010,75673,Daniel R  Yanke; Christopher  Clark,90205,"Greyhound Mine & Milling, Inc.",ID,10,1,Ada,,Corporation,04/29/2008,M7,M7611,Boise ID Field Office,346342,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,7,1,0,7,N,115.998056,43.481667,,VI,,,,0,N,N,N,N,N,45,"Blacks Creek Road off I-84, 7 miles to mine in NE direction toward foothills.",Boise,-115.998056
12885,1002217,Franklin Mine,M,Underground,Abandoned,09/04/2013,100047,Nathan C.  Cook,118089,Cook's RMC,ID,10,39,Elmore,,Sole Proprietor,05/02/2011,M7,M7611,Boise ID Field Office,296478,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,115.531388,43.496944,,,,,,0,N,N,N,N,N,85,"I-84 E. to Hwy 20N, to Pine-Featherville turnoff Left, go 18 miles to Pine, go Left at Y, go about 1 mile to Franklin Mine Rd on Rt, Follow to Mine",Pine,-115.531388
53181,3503692,GPM-1,M,Surface,Abandoned,03/01/2013,40540,Michael R Miller,50096,M.R. Miller Inc.,OR,35,45,Malheur,,Corporation,04/28/2008,M7,M7611,Boise ID Field Office,258249,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,Y,41,0,0,0,0,0,N,116.225,43.569722,,,,,,0,N,N,N,N,N,50,"Presently from Vale take HWY 26 past Brogan 2.5 miles, right at Malhuer Reservoir Rd which turns to Willow Creek.  Stay left at Huntington Jct.  Go 1.5 miles past and turn right on Morman Basin Road.  Go 2 miles turn right on gravel road first road on right",Vale,-116.225
53252,3503766,Lee,M,Surface,Abandoned,10/04/2011,101179,Lee M  Atkins,119175,Lee Atkins,OR,35,45,Malheur,,Sole Proprietor,07/11/2011,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.026666,43.589722,,,,,,0,N,N,N,N,N,200,25 miles south durkee on burnt river road to clarks creek road 2miles turn right cross creek turn right throuh metal gate follow road to site,baker city,-117.026666
12819,1002144,Atlanta Mountain,M,Surface,Abandoned,10/12/2010,76213,Atlanta Gold Inc,90905,Atlanta Gold Corp,ID,10,39,Elmore,,Corporation,06/06/2008,M7,M7611,Boise ID Field Office,202019,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,115.119444,43.799166,,,,,,0,N,N,N,N,N,95,"From Atlanta, Idaho take Mine Hill Road about 4 miles to mine.",Atlanta,-115.119444
12892,1002224,Lost Mind,M,Surface,Abandoned,06/05/2013,101479,Gary R  Hileman Jr; Rodney  Boone,119435,Redneck Mining Associates,ID,10,15,Boise,,Sole Proprietor,08/12/2011,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,115.901944,43.899166,,,,,,0,N,N,N,N,N,40,"Boise to Idaho City to Centerville, through Centerville to ""T"" turn right to Placerville .9 miles left side of road. -Look behind you.",Centerville,-115.901944
12879,1002209,Gold Hill,M,Surface,Intermittent,10/15/2010,M09829,Ronald W  Guill,114005,Gold Hill Reclamation & Mining Company,ID,10,15,Boise,,Corporation,07/20/2010,M7,M7611,Boise ID Field Office,333376,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,2,N,115.988333,43.961111,,,,,,0,N,N,N,N,N,25,"From Boise go Hwy 21 to Idaho City turn left on Montgonery Street to left on Centerville Rd, to intersection 16 miles of Centerville and Harris Creek Rd go right on Harris Creek, go to Placerville, stop sign turn left, go about 3 1/2 miles to Quartzbury Rd (unmarked) (just past Granite Creek culvert) go right (kind of a Y).  Go one mile to gate with sign.",Placerville,-115.988333
53218,3503730,Wright Gold,M,Underground,Abandoned,07/21/2010,91273,Howard W  Wright; Jeffrey K  Wright,107845,Wright Gold,OR,35,45,Malheur,,Partnership,01/10/2010,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,118.951111,44.318333,,,,,,0,N,N,N,N,N,280,"Out of John Day Oregon,south395,left at 395 trailhead,county road 77-right at Rainbow Road.",John Day,-118.951111
60215,3901282,The Wharf Mine,M,Surface,Active,08/02/1988,M09183,Goldcorp Inc,L11916,Wharf Resources (USA) Inc,SD,39,81,Lawrence,1,Corporation,04/01/1982,M6,M6621,Rapid City SD Field Office,348840,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,12,2,0,175,N,103.854166,44.348611,,,,,,0,N,N,N,N,N,50,Hwy I-90 West 25 to exit 32 to Hwy 14A to Lead SD 3 3 miles West on 85,Lead,-103.854166
53205,3503717,Three Valleys Mine #1,M,Surface,Abandoned,06/25/2013,85513,Thomas  Hammond,108125,Mineral Valley LLC,OR,35,45,Malheur,,Other,04/16/2012,M7,M7611,Boise ID Field Office,308933,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,0,0,0,0,N,117.663888,44.3575,,,,,,0,N,N,N,N,N,250,"From Huntington, OR go west on Huntington Road toward Malhuer Reservoir approx. 20 miles, approx. 1/4 mile before the intersection of Willow Creek Road and Brogan, turn right into mine.",Huntington,-117.663888
53285,3503799,Malheur Queen,M,Surface,Intermittent,08/13/2013,109721,Edward B  Rich; Jeffrey D  Clark,129053,"Queen Resources, LLC",OR,35,1,Baker,,Other,07/12/2013,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,8,N,117.745197,44.388919,,,,,,0,N,N,N,N,N,120,"Go to Brogan,OR. Proceed  West 14 miles on John Day Hwy 26 Turn Right on Indian Creek Rd.  Continue to Willow Creek Rd. Turn Right onto Willow Creek Road.  Continue 2.5 miles to 4116 Willow Creek Rd.  Mine is 1/2 mile on the North side of Willow Creek Rd.",Brogan,-117.745197
53219,3503731,ORMC 163075,M,Underground,Abandoned,07/21/2010,91233,David  Adams; Danny  Ellison,107805,Red Vein,OR,35,23,Grant,,Partnership,02/03/2010,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,118.950277,44.389722,,,,,,0,N,N,N,N,N,250,"From John Day, take 395 South for approx 2 miles o Canyon City, take left on Marysville Lane for approx 2 miles, then take right on Rainbow Road, take first left until you reach Red Vein Sign ",John Day,-118.950277
53153,3503663,Buckland Mine,M,Surface,Intermittent,06/03/2011,100187,Philip  Wirth,118209,"Western Mine Development, LLC",OR,35,1,Baker,,Other,05/26/2011,M7,M7611,Boise ID Field Office,310076,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,4,N,117.618291,44.480053,,,,,,0,N,N,N,N,N,150,"I-84 west to Baker City turn south to Bridgeport, east of Bridgeport PO about 6 miles left on Burnt River Road; follow 2 mles to Clark Creek Road; follow 3 miles to mine site (green gate).",Bridgeport,-117.618291
53225,3503738,Mineral Valley Mine,M,Surface,Abandoned,06/25/2013,85513,Thomas  Hammond,108125,Mineral Valley LLC,OR,35,45,Malheur,,Other,03/03/2010,M7,M7611,Boise ID Field Office,275582,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.741666,44.488611,,,,,,0,N,N,N,N,N,125,"From I-84 take the Durkee Exit, take Burnt River Canyon Lane through canyon, take left on Clarks Creek Road, go approx. 9.3 miles and take left fork in road, go 1/2 mile further on left or 1 mile further at intersection of 3 roads go straight into other site.",Huntington,-117.741666
53246,3503760,Mineral Valley #2,M,Surface,Abandoned,08/28/2011,85513,Thomas  Hammond,108125,Mineral Valley L.L.C.,OR,35,1,Baker,,Other,04/06/2011,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.745555,44.491388,,,,,,0,N,N,N,N,N,150,"From I84 take Durkee exit 327 head northwest on old U.S. 30w toward Durkee Rd 1.6mi,turn left onto Burnt River Canyon Ln 15mi, turn left onto Clarks Creek Rd 2mi, mine is located on right hand side 1/4mi past cattle gaurd",Baker City,-117.745555
53210,3503722,Paul Ada #2,M,Surface,Abandoned,12/12/2013,87655,Arthur N  Lacey,103605,Arthur N. Lacey,OR,35,1,Baker,,Sole Proprietor,08/21/2009,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.718611,44.497222,,,,,,0,N,N,N,N,N,200,"I84, take Durkee exit, turn left, thru Durkee, over tracks, turn right, turn left on Burnt River Canyon Lane, turn left on Clarks Creek Rd., 2 1/2 miles, turn right between 2 trommels, 1/4 mile, on claim.",Baker,-117.718611
53163,3503673,Sullivan Pit,M,Surface,Intermittent,01/08/2008,72851,Dan  Kukla; Luvernia  Buddrius,86444,LuDan LLC,OR,35,1,Baker,,Other,11/05/2007,M7,M7611,Boise ID Field Office,274341,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,3,8,1,0,1,N,118.0345,44.49925,,,,,,0,N,N,N,N,N,200,"From Hereford Drive approximately 5 miles east on Hwy 245 to the mine, located on both sides of the road",Baker,-118.0345
53188,3503699,High Bar Placer,M,Surface,Abandoned,12/17/2012,77573,John H  Cogswell,92365,Meridian Western Inc,OR,35,1,Baker,,Corporation,07/07/2008,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.919166,44.534166,,,,,,0,N,N,N,N,N,200,"From Baker City, OR take highway 7 south to junction of highway 245 follow to mileage marker 18, take gravel road (formerly Pine Cr Rd, now marked as Bald Mtn Rd) just past marker north for 3 1/4 miles, then take switchback left (west) across dry creek bed and follow to top of canyon.  Keep right at top and follow 1/2 mile to mine sight.",Hereford,-117.919166
53221,3503733,CONNER CREEK MINE,M,Surface,Abandoned,03/01/2013,M35769,Kenneth O.  Jeter,107825,KENNETH OWEN JETER,OR,35,1,Baker,,Sole Proprietor,02/10/2010,M7,M7611,Boise ID Field Office,214416,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.198055,44.549166,,,,,,0,N,N,N,N,N,125,44.59137 N 117.14377 W CONNER CREEK ROAD,HUNTINGTON,-117.198055
53179,3503690,Don J,M,Surface,Abandoned,01/31/2011,74611,Carl  Cummings; Richard  Huret,88844,Rocking C Mining LLC,OR,35,1,Baker,,Other,04/06/2008,M7,M7611,Boise ID Field Office,234351,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.617222,44.5575,,,,,,0,N,N,N,N,N,105,"take durkee exit to Vandecar Rd, go thru town cross railroad tracks, at old Hwy 30 go right to Burnt River Canyon Lane aproximately 14 miles, Don J is on the left side of the road, go past entrance to turnaround for access accross river","Durkee, OR  97905",-117.617222
53191,3503703,Chuckar,M,Surface,Abandoned,03/04/2010,78433,Craig  Monpas,93305,Craig Monpas,OR,35,1,Baker,,Sole Proprietor,08/11/2008,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.616111,44.558611,,,,,,0,N,N,N,N,N,250,"Through town of Durkee, to Burnt River Rd. up Burnt River Rd. to approximately 200 yds east of Clarks Creek Rd. on the right",Durkee,-117.616111
53264,3503778,Great American,M,Underground,Abandoned,09/10/2012,104453,Larry  Overman,123010,"Overmax, LLC",OR,35,1,Baker,,Other,05/11/2012,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,118.202222,44.745833,,,,,,0,N,N,N,N,Y,160,"I-84 W, Hwy 7W, 27 miles to the 410 for 3.5 miles to Cracker Creek Road go North to 6.1 miles to Bourne, OR take a right (east) onto Buckey Road and go 3 miles to base camp.",Sumpter,-118.202222
53277,3503791,Cracker Creek,M,Surface,Intermittent,06/10/2013,109583,Joshua  Taylor,128914,Powderworks Mining LLC,OR,35,1,Baker,,Other,05/28/2013,M7,M7611,Boise ID Field Office,329804,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,2,N,118.202742,44.764003,,,,,,0,N,N,N,N,N,220,"Drive through the town of Sumpter on HWY 7, turn right into Cracker Creek Rd and continue up the road for 1/2 mile.",Sumpter,-118.202742
53162,3503672,True #1,M,Surface,Abandoned,08/01/2011,70891,Joe B  Cox,84044,Joe Cox,OR,35,1,Baker,,Sole Proprietor,08/06/2007,M7,M7611,Boise ID Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.838888,44.774722,,,,,,0,N,N,N,N,N,160,"Eight miles est Bridgeport, OR, Post office to Clark Creek Rd, south 3 miles to Clarkville",Bridgeport,-117.838888
12797,1002121,Idaho Lakeview Mill,M,Facility,Abandoned,12/19/2012,105893,Black Mountain Resources Ltd,124670,ABM Mining Corp.,ID,10,17,Bonner,,Corporation,07/30/2012,M7,M7641,Kent WA Field Office,237372,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,111.211388,44.775,,,,,,0,N,N,N,N,N,350,"From Coeur d' Alene, Idaho: North on Highway 95.  Go 14 miles to near Athol, turn East on Bunco Road travel 6.5 miles.Continue traveling on FS Road 332 (also Bunco Road) 6.5 miles turn left onto FS Road 278. Drive appr. 8 miles, mill on right.",Athol,-111.211388
53234,3503748,PINE CREEK,M,Surface,Abandoned,06/27/2011,96193,Martin R  Finco,113565,MARTY FINCO,OR,35,1,Baker,,Sole Proprietor,06/29/2010,M7,M7611,Boise ID Field Office,235215,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,Y,41,0,0,0,0,0,N,117.097777,44.877222,,,,,,0,N,N,N,N,N,200,"Take I-84 west to Baker, turn left on first exit, go into town, then turn left on Hwy 7 and travel to Hwy 245 turn left and follow to Pine Creek, approximately 7 miles before Hereford.",HEREFORD,-117.097777
12846,1002174,Walla Walla Mine,M,Underground,Abandoned,08/03/2011,84415,James  Johnston; Roy A  Sternes,100006,F & H Mining ,ID,10,49,Idaho,,Corporation,04/09/2009,M7,M7611,Boise ID Field Office,202020,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,115.956944,44.960277,,,,,,1,N,N,N,N,N,190,"On the west end of McCall turn right on Warren Wagon Rd go to FSR 246 turn left and travel through Burgdorf approximately 7 miles, then turn right on FSR 318 go to FSR 320 right mine at end of road.",Burgdorf Hot Springs,-115.956944
40245,2402313,Oro Management,M,Surface,Abandoned,11/15/2009,40557,Richard  Mathey; Zane  Pasma,50116,Oro Management,MT,24,57,Madison,,Other,02/11/2003,M6,M6821,Helena MT Field Office,202809,104100,Gold Ore,1041,0,149936,Garnet,1499,36,8,Metal,7,Nonmetal,Never Had 103I Status,,Y,30,0,,,,,N,112.198333,45.049444,,,,,,1,N,N,N,N,N,180,"MONTANA HIGHWAY 287, MILEPOST 16, GO SOUTH ONE MILE",Alder,-112.198333
12584,1001895,Kirtley Creek Mine ,M,Surface,Intermittent,07/18/2013,110483,Kris  Bird,129916,Kirtley Creek Mining LLC,ID,10,59,Lemhi,2,Other,09/03/2013,M7,M7611,Boise ID Field Office,1.0019E+11,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,Y,16,5,10,1,0,4,N,113.877777,45.170277,,,,,,0,N,N,N,N,N,250,"From Main Street, Turn onto Lemhi Road. Go approx. 2 miles to Kirtley Creek Road. Stay on the main road approx. 5 miles",Salmon,-113.877777
40552,2402634,New Departure Mine,M,Underground,Abandoned,12/06/2013,105893,Black Mountain Resources Ltd,124670,ABM Mining Corp.,MT,24,1,Beaverhead,,Corporation,09/30/2013,M6,M6821,Helena MT Field Office,322292,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,112.921944,45.1975,,,,,,0,N,N,N,N,N,125,"Driving directions to New Departure Mine   Dillon, Mt    1. Head southwest on S Montana St toward E Sebree St      125 ft    2. Take the 1st left onto E Sebree St      0.2 mi    3. Turn right onto S Atlantic St/ I-15 BUS S  Continue to follow I-15 BUS S     1.3 mi    4. Turn left to merge onto I-15 S toward Idaho Falls      2.5 mi    5. Take exit 59 for MT-278 toward Jackson/ Wisdom      0.2 mi    6. Turn right onto MT-278 W      12.1 mi    7. Turn left      0.9 mi    8. Slight right toward Bon Accord Rd      0.7 mi    9. Slight right onto Bon Accord Rd      0.1 mi    10. Sharp left      0.8 mi    11. Turn left      59 ft    12. Turn right      0.2 mi    13. Keep right at the fork      341 ft    New Departure Mine    ",Dillion,-112.921944
40517,2402597,Ermont,M,Underground,Abandoned,10/01/2011,87753,Matthew  Ratteree,103725,Belmont Mining and Exploration LLC,MT,24,1,Beaverhead,,Other,07/19/2011,M6,M6821,Helena MT Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,112.883611,45.253333,,,,,,0,N,N,N,N,N,160,Dillon to Hwy 278 West on 278 about 7 miles to Ermont Rd-Turn right on Ermont Rd to mine. 14 total miles from Dillon.,Dillon,-112.883611
39937,2401991,Prospect Mine,M,Underground,Abandoned,12/06/2013,M35850,Roy A  Moen,L35850,M & W Milling & Refining Inc,MT,24,57,Madison,1,Corporation,12/03/2012,M6,M6821,Helena MT Field Office,335883,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,111.963888,45.286944,,,,,,1,N,N,N,N,N,122,1 mile south of virginia city mt turn south at kids fish pond. go approx 1 mile visible from road,Virginia City,-111.963888
39209,2400242,US Grant,M,Underground,Abandoned,02/08/2011,68415,Ralph A  Johnsrud; Debbie S  Johnsrud,86064,Elite Properties CA LLC,MT,24,57,Madison,1,Other,01/07/2008,M6,M6821,Helena MT Field Office,249458,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,111.889722,45.365,,,,,,1,N,N,N,N,N,100,Turn South off highway 287 in Virginia City on Jackson Street - Travel 1/4 mile to Fork - take the right fork up Alder Creek for another 1/2 mile - you are at the mine and mill site.,Virginia City,-111.889722
39812,2401849,Easton Mine,M,Underground,Abandoned,07/11/2013,105715,Roy Matthew  Moen,124470,Golden RAM Mining Inc,MT,24,57,Madison,1,Corporation,07/27/2012,M6,M6821,Helena MT Field Office,308894,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,111.884722,45.395555,,,,,,2,N,N,N,N,Y,130,6 miles south west up Brown's Gulch Road. ,Virginia City,-111.884722
40532,2402612,Geel Mine,M,Underground,Abandoned,12/07/2012,,,,Snowy Mountain Holdings Inc,MT,24,57,Madison,,,,M6,M6821,Helena MT Field Office,,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,112.186111,45.457222,,,,,,0,N,N,N,N,Y,130,"Sheridan, MT. to Bivens Creek Rd go 8 miles up Bivens Cr Rd  mine site on right",Sheridan,-112.186111
40561,2402643,Smuggler Montana LLC,M,Underground,Temporarily Idled,01/30/2014,106861,Melvin  Hunt,125653,Smuggler Mine MT LLC,MT,24,57,Madison,,Other,10/17/2012,M6,M6821,Helena MT Field Office,309327,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,5,,,0,3,N,112.037222,45.481389,,VI,,,,0,N,N,N,N,N,130,From sheridan travel up Mill Creek Road for 9 miles,Sheridan,-112.037222
39676,2401706,Fairview Mine,M,Underground,Abandoned,02/09/2012,M03242,Delaney Robert L,116865,Snowy Mountain Holdings Inc.,MT,24,57,Madison,1,Corporation,02/09/2011,M6,M6821,Helena MT Field Office,254995,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,112.144722,45.518611,,,,,,0,N,N,N,N,N,110,6 miles NE of Sheridan MT Wisconsin Creek Road,Sheridan,-112.144722
12604,1001918,McKinley Mine,M,Surface,Abandoned,10/12/2010,66151,Matthew  Miller; Darrel E  Cox,78744,Caldera LLC,ID,10,49,Idaho,,Other,11/27/2006,M7,M7611,Boise ID Field Office,202741,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,116.249444,45.550833,,,,,,0,N,N,N,N,N,150,"Approximately 1 mile east of Lucile, ID. 95 south..up Sheep creek",Lucile,-116.249444
39750,2401784,Norweigen,M,Underground,Abandoned,07/14/2011,87753,Matthew  Ratteree,103725,Belmont Mining & Explorations,MT,24,57,Madison,1,Partnership,01/01/2009,M6,M6821,Helena MT Field Office,258460,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,111.783055,45.660277,,,,,,0,N,N,N,N,N,80,I-15 to MT69 to MT 2 to MT 359 to US 287 1.6 miles to Harrison,Harrison,-111.783055
40265,2402333,Rochester Mill,M,Facility,Abandoned,08/05/2013,M03242,Delaney Robert L,116865,Snowy Mountain Holdings Inc,MT,24,57,Madison,,Corporation,07/26/2011,M6,M6821,Helena MT Field Office,301257,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,112.391666,45.6825,,,,,,0,N,N,N,N,N,95,10 miles West of Twin Bridges MT on Rochester Basin Rd,Twin Bridges,-112.391666
39497,2401524,Mammoth Mine,M,Surface,Intermittent,12/03/2012,42227,Philip M  McDonald,51643,McDonald Excavation Inc,MT,24,57,Madison,1,Corporation,02/10/2014,M6,M6821,Helena MT Field Office,335881,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,6,8,1,1,8,N,111.925018,45.736295,,,,,,0,N,N,N,N,N,67,"Continue on South Boulder Road until you reach the mine.  It is just before the town of Mammoth, Montana",Mammoth,-111.925018
40486,2402563,Butte Highlands,M,Underground,NonProducing,01/29/2014,105855,Sima  Muroff,129513,Highland Mining LLC.,MT,24,93,Silver Bow,,Other,07/01/2013,M6,M6821,Helena MT Field Office,349201,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,,,0,5,N,112.517222,45.791389,,VI,,,,2,N,N,N,N,N,65,"Montana Highway 2 south from Butte to Roosevelt Drive,  Roosevelt Drive south to the Highland Road (Forest Service Road 84), The Highland Road south to Forest Service Road 8520, Forest Service Road 8520 1/2 mile to the project site.",Butte,-112.517222
39397,2401417,Golden Sunlight Mine Inc,M,Surface,Active,09/30/1985,M06246,Barrick Gold Corp,L06539,Golden Sunlight Mine Inc,MT,24,43,Jefferson,1,Corporation,03/09/1978,M6,M6821,Helena MT Field Office,343368,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,91,N,112.262222,45.850833,,,,,,0,N,N,N,N,N,60,"5 miles east of Whitehall, MT",Whitehall,-112.262222
